"_parent_id","value","_id"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","2351e5c4-a981-48ca-a22c-9ed391cee2db"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","0ca7a8d8-101a-4d22-a77f-0a297e6dffe2"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","4cb57a5d-0e2e-4ebf-b97d-74cdecf3da3f"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","b675ddce-4363-473e-b0c0-a6477c5d2044"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","4fbf35dd-c4c6-46bc-bc68-c63b82e55a0f"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","d8c8fa74-8c01-421b-bebb-3f164c29ec86"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","775ebe43-008c-454f-963f-bedf283044b5"
"486cb45f-83bc-46e9-b985-8de8daa002e6","@{competitor=}","00f53fec-eb00-4edf-91aa-efda42fe6a20"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","bc3bd029-bf17-42af-84d9-1c0009c16c90"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","d3a81e90-4c4a-4493-a3ef-74ae72828fb9"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","e8774515-be6c-415b-bb60-43d748eca7ce"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","4a1b143f-d8e7-434c-b5fe-e8f47116cead"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","65eb4e8f-68e7-40a6-903b-c2237b449cc9"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","807e7cc0-d060-4e09-b3a7-3ec38722563f"
"d6852aaf-df76-45ab-8d51-252cb4eefeb0","@{competitor=}","3656fbe8-db8d-4b19-bff7-2ab56f16b756"
